id,region,prefecture,commune,canton,pharmacie_nom,pharmacie_type,pharmacie_secteur,ouverture,annee,id_service,keyword,geometry_name,geometry_type,geometry_coordinates0,geometry_coordinates1,pharma_id,statut,created_at,updated_at
257,Plateaux,Agou,"Agou 2",Agotimé-Nord,"Pharmacie de l'USP Agotime Adame","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1971,,,geometry,Point,0.67276364,6.77537634,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35ae,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
258,Plateaux,Agou,"Agou 1",Agou-Tavié,"Pharmacie de l'USP Klonou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2002,,,geometry,Point,0.67880692,6.83023818,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35af,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
259,Maritime,Yoto,"Yoto 1",Kouvé,"Pharmacie de l'Hôpital des Sœurs de la Providence de Kouvé","Pharmacie de centre de santé",Public,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi,Samedi}",Nsp,,,geometry,Point,1.4118228,6.65415943,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35b1,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
260,Plateaux,Agou,"Agou 1",Agou-Tavié,"Pharmacie de l'USP Apégamé","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1992,,,geometry,Point,0.72790091,6.85136275,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35b4,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
262,Plateaux,Ogou,"Ogou 4",Ountivou,"Pharmacie de l'USP Homagan","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2007,,,geometry,Point,1.59197622,7.45994939,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35b7,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
263,Plateaux,Ogou,"Ogou 1",Gnagna,"Pharmacie du CMS Jean Baptiste","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2002,,,geometry,Point,1.15734087,7.49646551,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35c0,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
264,Plateaux,Anié,"Anié 2",Adogbénou,"Pharmacie de l'USP Afole","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Vendredi,Samedi,Dimanche}",2004,,,geometry,Point,1.60185701,7.81546456,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35c4,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
265,Kara,Binah,"Binah 2",Kétao,"Pharmacie du PMI Saint Martin","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2007,,,geometry,Point,1.30894052,9.66526331,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35c7,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
266,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du Centre de Santé Esperance Koulonde","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1977,,,geometry,Point,1.15823337,8.97439151,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35db,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
267,Maritime,Zio,"Zio 1",Tsévié,"Pharmacie de l'ONG JVS","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2021,,,geometry,Point,1.20849297,6.41507776,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35e2,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
268,Maritime,Golfe,"Golfe 7",Aflao-Sagbado,"Pharmacie du CMS Soeur Pura Pagani","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2010,,,geometry,Point,1.14501715,6.17724225,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35e3,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
269,Kara,Assoli,"Assoli 1",Bouladè,"Pharmacie de l'USP Boulade","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.22058913,9.42162395,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35ef,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
270,Plateaux,Agou,"Agou 1",Kati,"Pharmacie de l'USP Kati","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1953,,,geometry,Point,0.84493031,6.88926243,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35f2,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
272,Plateaux,Est-Mono,"Est-Mono 2",Badin-Copé,"Pharmacie du Dispensaire de Modokoute","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Samedi,Vendredi}",2012,,,geometry,Point,1.55061045,8.24664854,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35f9,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
273,Centrale,Tchaoudjo,"Tchaoudjo 1",Kpangalam,"Pharmacie de l'Infirmerie Aleheri","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Vendredi,Samedi}",2021,,,geometry,Point,1.146243,9.02967277,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3606,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
274,Kara,Kozah,"Kozah 1","Commune De Kara","Pharmacie du CMS AED Lidaw","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2005,,,geometry,Point,1.17124345,9.5443517,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3608,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
275,Maritime,Yoto,"Yoto 1",Kouvé,"Pharmacie du CMS Kouvé","Pharmacie de centre de santé",Public,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1945,,,geometry,Point,1.41336584,6.66251892,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_360c,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
276,Savanes,Tône,"Tône 2",Nanergou,"Pharmacie de l'USP Nanergou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1983,,,geometry,Point,0.14934837,10.9121349,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_360e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
277,Maritime,Lacs,"Lacs 4",Fiata,"Pharmacie du Centre de Santé Ebba","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2009,,,geometry,Point,1.64674715,6.29333126,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3617,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
278,Plateaux,Kpélé,"Kpélé 1",Kpélé-Novivé,"Pharmacie du CMS Jehovah Jire","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,0.74231485,7.11952195,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3619,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
280,Maritime,Golfe,"Golfe 5",Aflao-Gakli,"Pharmacie du CMS la Confiance","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.19418138,6.17559388,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3625,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
281,Centrale,Sotouboua,"Sotouboua 2",Adjengré,"Pharmacie la Fonte Di Maria","Officine de pharmacie",Prive,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2019,,,geometry,Point,1.02057757,8.64968951,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_362b,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
283,Plateaux,Agou,"Agou 1",Agou-Tavié,"Pharmacie du Dispensaire Notre Dame des Apôtres","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2007,,,geometry,Point,0.71541492,6.8402942,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3631,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
284,Kara,Bassar,"Bassar 1",Bassar,"Pharmacie du CPH Gadel","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2014,,,geometry,Point,0.76891886,9.26109258,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3632,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
285,Maritime,Lacs,"Lacs 3",Agbodrafo,"Pharmacie de l'USP Djassémé","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.49258273,6.22228297,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3635,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
286,Plateaux,Agou,"Agou 1",Agou-Nyogbo-Dzidjole,"Pharmacie de l'Hopital Bethesda","Pharmacie de centre de santé",Prive,"{Samedi,Jeudi,Mercredi,Mardi,Lundi}",1969,,,geometry,Point,0.72632735,6.88317119,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3637,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
287,Maritime,Bas-Mono,"Bas-Mono 1",Kpétsou,"Pharmacie de l'USP Kpetsou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1998,,,geometry,Point,1.57733117,6.52237863,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_363c,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
288,Maritime,Lacs,"Lacs 4",Anfoin,"Pharmacie du CMS Anfoin","Pharmacie de centre de santé",Public,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,,,geometry,Point,1.61295649,6.32657901,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_363d,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
289,Kara,Doufelgou,"Doufelgou 2",Défalé,"Pharmacie du CSH Défalé","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1998,,,geometry,Point,1.09358569,9.86629627,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3644,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
290,Centrale,Tchaoudjo,"Tchaoudjo 1",Kpangalam,"Pharmacie du CM Puits de Jacob","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2009,,,geometry,Point,1.13813929,9.01441866,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3645,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
291,Maritime,Vo,"Vo 2",Anyron-Kopé,"Pharmacie de l'USP Keta-akoda","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2018,,,geometry,Point,1.55573158,6.24653317,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_364b,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
292,Kara,Assoli,"Assoli 1",Bafilo,"Pharmacie du CMS Alafia","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2018,,,geometry,Point,1.24323092,9.35264649,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_364f,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
293,Maritime,Vo,"Vo 4",Akoumapé,"Pharmacie de l'USP Amza de Djakpleme","Pharmacie de centre de santé",Public,"{Lundi,Samedi,Vendredi,Jeudi,Mercredi,Mardi}",2021,,,geometry,Point,1.44118519,6.36145261,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3657,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
294,Kara,Kozah,"Kozah 1","Commune De Kara","Pharmacie de l'Infirmerie AFASA","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.18858478,9.54158141,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3658,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
295,Maritime,Lacs,"Lacs 4",Fiata,"Pharmacie du CMS St Gaetan De Fiata","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1995,,,geometry,Point,1.64058623,6.32508481,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_365a,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
296,Plateaux,Est-Mono,"Est-Mono 2",Kamina,"Pharmacie de l'USP Ogou Kinko","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1996,,,geometry,Point,1.4845035,8.03825398,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_365e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
297,Kara,Kozah,"Kozah 1","Commune De Kara","Pharmacie du CMS Santé Pour Tous Don Bosco","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1991,,,geometry,Point,1.18705801,9.53196896,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3667,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
299,Maritime,Vo,"Vo 2",Anyron-Kopé,"Pharmacie de l'USP Kouenou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi}",2021,,,geometry,Point,1.57205017,6.24750668,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_366d,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
300,Plateaux,Agou,"Agou 2",Amoussou-Kopé,"Pharmacie du CMS NDA Amoussoukopé","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2017,,,geometry,Point,0.8440116,6.65411542,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3675,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
301,Kara,Bassar,"Bassar 2",Dimori,"Pharmacie de l'USP Dimori","Pharmacie de centre de santé",Public,"{Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2018,,,geometry,Point,0.59638297,9.20343626,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3680,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
302,Kara,Binah,"Binah 1",Solla,"Pharmacie de l'USP Solla","Pharmacie de centre de santé",Public,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,,,geometry,Point,1.34653186,9.89161451,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3684,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
303,Plateaux,Amou,"Amou 3",Okpahoé,"Pharmacie de l'USP Okpahoue","Pharmacie de centre de santé",Public,"{Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,,,geometry,Point,1.01763952,7.61380531,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3685,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
304,Kara,Doufelgou,"Doufelgou 3",Kadjalla,"Pharmacie de l'USP Kadjala","Pharmacie de centre de santé",Public,"{Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1962,,,geometry,Point,0.97428962,9.80510026,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_368d,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
305,Maritime,Zio,"Zio 1",Davié,"Pharmacie du CMS Davié","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2010,,,geometry,Point,1.19974974,6.39024806,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_368e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
306,Maritime,Avé,"Avé 2",Noépé,"Pharmacie du Cabinet de Soins Infirmiers Esperance","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2018,,,geometry,Point,1.035055,6.26161404,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3690,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
307,Centrale,Sotouboua,"Sotouboua 3",Tchébébé,"Pharmacie de l'USP Hezoude","Pharmacie de centre de santé",Public,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Lundi}",1999,,,geometry,Point,0.90762264,8.43731297,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3691,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
308,Plateaux,Kloto,"Kloto 1",Kpadapé,"Pharmacie du CMS Kpadakpe","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.59176323,6.84122801,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3694,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
309,Plateaux,Danyi,"Danyi 1",Danyi-Atigba,"Pharmacie de l'USP Danyi Atigba","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.69274059,7.15335224,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3695,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
310,Plateaux,Wawa,"Wawa 1",Badou,"Pharmacie de l'USP Anonoe","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1992,,,geometry,Point,0.60278874,7.56221488,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_369e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
312,Savanes,Tône,"Tône 1",Dapaong,"Pharmacie du CMS Dapankperhou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2014,,,geometry,Point,0.21911395,10.83394213,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36ac,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
313,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du CMS Daroul Cour An","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2022,,,geometry,Point,1.16954147,8.97580515,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36ad,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
314,Plateaux,Danyi,"Danyi 2",Danyi-Elavagnon,"Pharmacie du CMS Danyi Elavanyo","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1979,,,geometry,Point,0.71408186,7.28719929,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36ae,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
315,Maritime,Zio,"Zio 1",Kpomé,"Pharmacie de l'USP Kpome Akadjame","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.33529824,6.3291974,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36b2,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
316,Savanes,Tône,"Tône 1",Dapaong,"Pharmacie de l'USP El-sahaba","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2008,,,geometry,Point,0.22471585,10.8754194,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36bd,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
317,Plateaux,Wawa,"Wawa 3",Okou,"Pharmacie de l'USP Okou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1966,,,geometry,Point,0.85265687,7.56880347,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36c0,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
318,Plateaux,Kloto,"Kloto 1",Agome-Kpalime,"Pharmacie du CMS Notre Dame de la Miséricorde","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2006,,,geometry,Point,0.63620395,6.94157481,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36c2,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
319,Plateaux,Wawa,"Wawa 1",Tomégbé,"Pharmacie de l'USP Tomegbé","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2006,,,geometry,Point,0.60627566,7.51288002,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36c3,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
320,Maritime,Vo,"Vo 2",Togoville,"Pharmacie de l'USP Agbantokope","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1996,,,geometry,Point,1.5306413,6.24145585,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36c8,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
321,Kara,Doufelgou,"Doufelgou 2",Défalé,"Pharmacie du CMS Défalé","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.09081658,9.86519059,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36c9,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
322,Centrale,Tchaoudjo,"Tchaoudjo 2",Lama-Tessi,"Pharmacie de l'USP Yao Kopé","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1991,,,geometry,Point,1.07374226,8.86822662,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36cb,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
323,Maritime,Lacs,"Lacs 2",Agouégan,"Pharmacie de l'USP Djeta","Pharmacie de centre de santé",Public,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi,Samedi}",Nsp,,,geometry,Point,1.73416726,6.26927,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36cc,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
325,Plateaux,Wawa,"Wawa 3",Ounabé,"Pharmacie de l'USP Ounabe","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1981,,,geometry,Point,0.97569891,7.55856831,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36d0,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
326,Plateaux,Amou,"Amou 2",Amou-Oblo,"Pharmacie de l'USP Patatoukou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Samedi,Dimanche}",Nsp,,,geometry,Point,0.85095,7.34986049,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36d3,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
327,Plateaux,Wawa,"Wawa 3",Okou,"Pharmacie de l'USP Bena Plateau","Pharmacie de centre de santé",Public,"{Mardi,Mercredi,Jeudi,Vendredi}",1993,,,geometry,Point,0.91114958,7.54231278,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36e4,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
328,Maritime,Bas-Mono,"Bas-Mono 2",Agome-Glozou,"Pharmacie de l'USP Agome-glozou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2017,,,geometry,Point,1.66521102,6.55842105,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36e7,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
329,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du CMS Kossobio","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Samedi,Vendredi,Jeudi}",2000,,,geometry,Point,1.14021628,8.992564,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36e8,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
330,Plateaux,Ogou,"Ogou 3",Gléi,"Pharmacie le Salut","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2007,,,geometry,Point,1.16341531,7.31364426,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36f2,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
331,Plateaux,Est-Mono,"Est-Mono 1",Gbadjahè,"Pharmacie de l'USP Awayo","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2000,,,geometry,Point,1.37640901,7.84467141,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_36fe,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
332,Kara,Kozah,"Kozah 1","Commune De Kara","Pharmacie de la Clinique Tout est Grace","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2011,,,geometry,Point,1.20371631,9.55203461,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3701,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
334,Plateaux,Kloto,"Kloto 1",Agome-Kpalime,"Pharmacie de l'OCDI","Pharmacie de centre de santé",Public,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2003,,,geometry,Point,0.64171389,6.90623259,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3708,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
337,Savanes,Tône,"Tône 1",Dapaong,"Pharmacie du CMS Koutong-Bong","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2014,,,geometry,Point,0.22388389,10.89158604,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3711,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
338,Kara,Binah,"Binah 2",Sirka,"Pharmacie de l'USP N'djei","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2008,,,geometry,Point,1.35188533,9.50956298,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3717,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
339,Plateaux,Wawa,"Wawa 3",Zogbégan,"Pharmacie de l'USP Benali","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.7269522,7.57767034,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_371a,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
340,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du CMS ATBEF Sokodé","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2021,,,geometry,Point,1.13722706,8.98805748,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_371b,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
